Name,SKU,Price,Description,Characteristics,hrefs,url
"Бокс-багажник на крышу Аэродинамический ""Turino Sport"" 510л","Арт. UNI-XX-441801.44, UNI-XX-441801.33, UNI-XX-441801.47",23 780 руб.,"""Примерьте"" автобокс Turino Sport на свой автомобиль в специальном виджете.
	 Автомобильный бокс Turino Sport выполнен из тиснённого АБС-пластика. Данный автобокс подойдет на крышу кроссоверов и автомобилей с удлиненной крышей. Автобокс предназначен для перевозки личных вещей, спортинвентаря, в частности, лыж и других аксессуаров активного зимнего отдыха.
Внимание! При установке бокса на крышу автомобиля не перетягивайте барашки, так как это может привести к повреждению поддона автобокса.","{'Производитель': 'PT GROUP', 'Объем бокса': '510 л', 'Открывание': 'Одностороннее', 'Функционал': 'Дополнительное пространство для погрузки багажа', 'Максимальная нагрузка': '70 кг', 'Габариты': '210 х 45 х 81 см', 'Объем в упаковке': '0,82 м3', 'Вес': '18 кг', 'Материал': 'Пластик ABS с тиснением ""Шагрень""', 'Гарантия': '1 год'}","['https://ptuning.ru/upload/iblock/b66/84z9rbpqp51v938dzxtd647htmr04ifn.pdf', 'https://ptuning.ru/upload/iblock/2a2/2a227bc741bb30abf14511914c8b1fde.pdf']",https://ptuning.ru/catalog/avtoboksy/boks_bagazhnik_na_kryshu_aerodinamicheskiy_turino_sport/
"Бокс-багажник на крышу Аэродинамический ""Turino Compact"" 360л","Арт. UNI-00-441401.33, UNI-00-441401.11, UNI-00-441401.22",16 430 руб.,"""Примерьте"" автобокс Turino Compact на свой автомобиль в специальном виджете.
 Багажный бокс Turino Compact разработан компанией ПТ ГРУПП (г. Тольятти) специально для легковых автомобилей. Данный небольшой автобокс служит ""вторым"" багажником, не перегружая визуально крышу машины. Компактный автобокс позволяет комфортно перевозить грузы и личные вещи.
Внимание! При установке бокса на крышу автомобиля не перетягивайте барашки, так как это может привести к повреждению поддона автобокса.","{'Производитель': 'PT GROUP', 'Объем бокса': '360 л', 'Открывание': 'Одностороннее', 'Функционал': 'Дополнительное пространство для погрузки багажа', 'Максимальная нагрузка': '70 кг', 'Габариты': '141 х 45 х 83 см', 'Объем в упаковке': '0,53 м3', 'Вес': '12,3 кг', 'Материал': 'Пластик ABS с тиснением ""Шагрень""', 'Гарантия': '1 год'}","['https://ptuning.ru/upload/iblock/399/3drjpm51656c5s5ksxkvx9f4sr60uskh.pdf', 'https://ptuning.ru/upload/iblock/292/292df84534f31d2a3fe44797f1321259.pdf']",https://ptuning.ru/catalog/avtoboksy/avtoboks_na_kryshu_chernyy_turino_compact_aerodinamicheskiy/
"Бокс-багажник на крышу Аэродинамический ""Turino 1""  410л","Арт. UNI-00-441101.11, UNI-00-441101.22, UNI-00-441101.33",19 260 руб.,"""Примерьте"" автобокс Turino 1 на свой автомобиль в специальном виджете.
 Автомобильный бокс Turino 1 выполнен из ABS пластика с фигурным тиснением ""Шагрень"". Данный автобокс подойдет на крышу многих автомобилей и является наиболее востребованной моделью среди автобоксов производства компании PT GROUP. При всей своей вместительности, внешне автобокс выглядит очень компактно. Соотношение цены и качества автобокса Турино 1, также его современный обтекаемый дизайн, достаточная в большинстве случаев вместительность делают его одним из лидеров среди предлагаемых на российском рынке автомобильных боксов на крышу автомобиля.
Внимание! При установке бокса на крышу автомобиля не перетягивайте барашки, так как это может привести к повреждению поддона автобокса.","{'Производитель': 'PT GROUP', 'Объем бокса': '410 л', 'Открывание': 'Одностороннее', 'Функционал': 'Дополнительное пространство для погрузки багажа', 'Максимальная нагрузка': '70 кг', 'Габариты': '177 х 46 х 81 см', 'Объем в упаковке': '0,66 м3', 'Вес': '15,7 кг', 'Материал': 'Пластик ABS с тиснением ""Шагрень""', 'Гарантия': '1 год'}","['https://ptuning.ru/upload/iblock/d10/td4637jeh2ee22frmtyi35l2x3rvolnz.pdf', 'https://ptuning.ru/upload/iblock/da2/da250ece5050aabcd6bcc4f3df1783e0.pdf']",https://ptuning.ru/catalog/avtoboksy/boks_bagazhnik_na_kryshu_aerodinamicheskiy_turino_1/
"Бокс-багажник на крышу Аэродинамический ""Turino 1"" ДВУСТОРОННЕЕ открывание  410л","Арт. UNI-00-441102.33, UNI-00-441102.22, UNI-00-441102.11",21 490 руб.,"""Примерьте"" автобокс Turino 1 на свой автомобиль в специальном виджете.
 Автомобильный бокс Turino 1 с двусторонним открыванием выполнен из тиснённого АБС-пластика. Данный автобокс подойдет на крышу многих автомобилей и является наиболее покупаемой моделью среди автобоксов производства компании PT Group, также за счет своей вместительности и внешней компактности. Соотношение цены и качества автобокса Турино 1, также его современный обтекаемый дизайн, достаточная в большинстве случаев вместительность делают его одним из лидеров среди предложенных на российском рынке багажников на крышу автомобиля. 
Внимание! При установке бокса на крышу автомобиля не перетягивайте барашки, так как это может привести к повреждению поддона автобокса.","{'Производитель': 'PT GROUP', 'Объем бокса': '410 л', 'Открывание': 'Двустороннее', 'Функционал': 'Дополнительное пространство для погрузки багажа', 'Максимальная нагрузка': '70 кг', 'Габариты': '177 х 46 х 81 см', 'Объем в упаковке': '0,66 м3', 'Вес': '15,7 кг', 'Материал': 'Пластик ABS с тиснением ""Шагрень""', 'Гарантия': '1 год'}","['https://ptuning.ru/upload/iblock/350/cyk6188jae9w4kmfy5ama4xpjz83dprd.pdf', 'https://ptuning.ru/upload/iblock/d4f/d4f14097132c1a83aca3e2e77c0f6ea7.pdf']",https://ptuning.ru/catalog/avtoboksy/boks_bagazhnik_na_kryshu_aerodinamicheskiy_turino_1_dvustoronnee_otkryvanie/
"Поперечины АЭРО универсальные 1,30",Арт. 10010116,6 850 руб.,"Особенность аэродинамических поперечин – обтекаемый профиль овальной формы, изготовленный из алюминия. Это прочный универсальный багажник, который не подвержен коррозии. Поперечины являются основанием для крепления бокса на крышу и опорами для транспортировки негабаритного груза.","{'Производитель': 'PT GROUP', 'Максимальная нагрузка': '50 кг', 'Габариты': '136 х 10 х 13 см', 'Объем в упаковке': '0,018 м3', 'Вес': '3,9 кг', 'Материал': 'Алюминий', 'Гарантия': '1 год'}","['https://ptuning.ru/upload/iblock/4fb/w08l61ax9k281ldkjfgok6vx1cytj8du.pdf', 'https://ptuning.ru/upload/iblock/c9c/c9cd4201170bf99a9617e1c4f7ef8611.pdf']",https://ptuning.ru/catalog/reylingi_poperechiny/poperechina_aero_universalnaya_1_30/
"Поперечины АЭРО универсальные 1,20",Арт. 10010115,5 500 руб.,"Особенность аэродинамических поперечин – обтекаемый профиль овальной формы, изготовленный из алюминия. Это прочный универсальный багажник, который не подвержен коррозии. Поперечины являются основанием для крепления бокса на крышу и опорами для транспортировки негабаритного груза.","{'Производитель': 'PT GROUP', 'Максимальная нагрузка': '50 кг', 'Габариты': '125 х 10 х 13 см', 'Объем в упаковке': '0,016 м3', 'Вес': '3,7 кг', 'Материал': 'Алюминий', 'Гарантия': '1 год'}","['https://ptuning.ru/upload/iblock/2b9/3ku3whgajdvk14069f617s36n766nh4r.pdf', 'https://ptuning.ru/upload/iblock/a9c/a9c285973e136fa7834159ea4ae018fc.pdf']",https://ptuning.ru/catalog/reylingi_poperechiny/poperechina_aero_universalnaya_1_20/
"Поперечины прямоугольные универсальные 1,40",Арт. 10010112,3 000 руб.,Поперечины прямоугольные универсальные - удобное и доступное устройство для перевозки груза на крыше автомобиля. Крепление позволяет устанавливать изделие практически на любой вид рейлингов. Универсальные поперечины являются основанием для крепления автобокса или экспедиционной корзины.,"{'Производитель': 'PT GROUP', 'Максимальная нагрузка': '70 кг', 'Габариты': '143 х 10 х 5 см', 'Объем в упаковке': '0,007 м3', 'Вес': '4,1 кг', 'Материал': 'Сталь в пластиковой оплетке'}","['https://ptuning.ru/upload/iblock/db8/mq6ysbvoxi3y5ih6dcdwgkv51ffvdvk5.pdf', 'https://ptuning.ru/upload/iblock/183/1838929630237344e5bf8f33de0fadf1.pdf']",https://ptuning.ru/catalog/reylingi_poperechiny/poperechiny_pryamougolnye_universalnye_1_40/
"Поперечины прямоугольные универсальные 1,30",Арт. 10010111,2 940 руб.,Поперечины прямоугольные универсальные - удобное и доступное устройство для перевозки груза на крыше автомобиля. Крепление позволяет устанавливать изделие на любой вид рейлингов. Универсальные поперечины являются основанием для крепления автобокса или экспедиционной корзины.,"{'Производитель': 'PT GROUP', 'Максимальная нагрузка': '70 кг', 'Габариты': '133 х 10 х 5 см', 'Объем в упаковке': '0,007 м3', 'Вес': '3,5 кг', 'Материал': 'Сталь с полимерной порошковой краской', 'Гарантия': '1 год'}","['https://ptuning.ru/upload/iblock/c51/7bsv1tqeg6s7636ft2gnez65ndva5tud.pdf', 'https://ptuning.ru/upload/iblock/733/733af482ad6d1a1e9da47639c914583b.pdf']",https://ptuning.ru/catalog/reylingi_poperechiny/poperechiny_pryamougolnye_universalnye_1_30/
"Поперечины прямоугольные универсальные 1,20",Арт. 10010110,2 750 руб.,Поперечины являются основанием для крепления бокса на крышу и опорами для транспортировки негабаритного груза.,"{'Производитель': 'PT GROUP', 'Максимальная нагрузка': '70 кг', 'Габариты': '123 х 10 х 5 см', 'Объем в упаковке': '0,006 м3', 'Вес': '3,7 кг', 'Материал': 'Сталь в пластиковой оплетке', 'Гарантия': '1 год'}","['https://ptuning.ru/upload/iblock/939/86uot9m3f456kqymezvz7oc1g0z26w6o.pdf', 'https://ptuning.ru/upload/iblock/094/09482508eed82c41fd30ab671cef0381.pdf']",https://ptuning.ru/catalog/reylingi_poperechiny/poperechiny_pryamougolnye_universalnye_1_20/
"Поперечины 1,20 на рейлинги Renault DUSTER (рестайлинг) с 2016-2020",Арт. RDU773701,4 430 руб.,Поперечины универсальные (2 шт в комплекте) - удобное и доступное устройство для перевозки груза на крыше автомобиля. Крепление позволяет устанавливать изделие на оригинальные рейлинги автомобиля Renault DUSTER (рестайлинг) с 2016 по 2020 г.в.. Универсальные поперечины являются основанием для крепления автобокса или экспедиционной корзины.,"{'Производитель': 'PT GROUP', 'Марка авто': 'RENAULT', 'Модель авто': 'DUSTER', 'Максимальная нагрузка': '70 кг', 'Габариты': '125 х 10 х 13 см', 'Объем в упаковке': '0,016 м3', 'Вес': '2,8 кг', 'Материал': 'Сталь в пластиковой оплетке', 'Гарантия': '1 год'}",['https://ptuning.ru/upload/iblock/ff8/ff8345e93bb8134bab07323cb5deb4b9.pdf'],https://ptuning.ru/catalog/reylingi_poperechiny/poperechiny_universalnye_1_20_na_reylingi_renault_duster_restayling/
"Поперечины АЭРО 1,20 на рейлинги Renault Duster с 2016-2020 (рестайлинг)",Арт. RDU773601,6 150 руб.,Поперечины универсальные (2 шт в комплекте) - удобное и доступное устройство для перевозки груза на крыше автомобиля. Крепление позволяет устанавливать изделие на оригинальные рейлинги автомобиля Renault DUSTER (рестайлинг). Универсальные поперечины являются основанием для крепления автобокса или экспедиционной корзины.,"{'Производитель': 'PT GROUP', 'Марка авто': 'RENAULT', 'Модель авто': 'DUSTER', 'Максимальная нагрузка': '70 кг', 'Габариты': '125 х 10 х 13 см', 'Объем в упаковке': '0,016 м3', 'Вес': '3,3 кг', 'Материал': 'Алюминий', 'Гарантия': '1 год'}","['https://ptuning.ru/upload/iblock/b00/1rw3uhc0ws345q2eofrs90xdtt02l56e.pdf', 'https://ptuning.ru/upload/iblock/ab3/ab34ea3e87fbe800189bfc3ab47df0d5.pdf']",https://ptuning.ru/catalog/reylingi_poperechiny/poperechiny_aero_na_reylingi_aero_1_20_renault_duster_restayling/
Рейлинги на TOYOTA  LAND  CRUISER  PRADO 150 2009-,"Арт. TPR-09-553022.33, TPR 09-553022.46",8 390 руб.,"Рейлинги для TOYOTA  LAND  CRUISER  PRADO 150 2009- позволяют транспортировать крупногабаритный груз. Кроме этого, они являются основанием для фиксации поперечин, универсальных багажников, экспедиционных корзин и боксов на крышу.","{'Производитель': 'PT GROUP', 'Марка авто': 'TOYOTA', 'Модель авто': 'LC Prado 150', 'Максимальная нагрузка': '75 кг', 'Габариты': '185 x 19 x 11 cм', 'Объем в упаковке': '0,038 м3', 'Вес': '3,47 кг', 'Материал': 'Алюминий', 'Гарантия': '12 месяцев'}",['https://ptuning.ru/upload/iblock/d7a/ev7mpbd2gla63vngkdmom8ojx5cwufe1.pdf'],https://ptuning.ru/catalog/reylingi_poperechiny/reylingi_na_toyota_land_cruiser_prado_150_2009_/
Рейлинги UAZ Pickup 2008-,"Арт. UPK-16-553022.46, UPK-16-553022.33",6 820 руб.,"Модельные рейлинги с алюминиевым профилем разработаны компанией ПТ ГРУПП для UAZ Pickup. Поставляются с комплектом метизов для установки в предусмотренные автопроизводителем места. Рейлинги незаменимы для фиксации на крыше багажников и автобоксов, для перевозки велосипедов и другого габаритного груза на легковом автомобиле.","{'Производитель': 'PT GROUP', 'Марка авто': 'UAZ', 'Модель авто': 'Pickup', 'Габариты': '132 х 25 х 12 см', 'Вес': '2,85 кг', 'Материал': 'Алюминий, Пластик ABS', 'Гарантия': '1 год'}",['https://ptuning.ru/upload/iblock/dfd/qc9c45ujpowr4zylb6hpz2xz22tr9rkc.pdf'],https://ptuning.ru/catalog/reylingi_poperechiny/reylingi_uaz_pickup_2008-/
Рейлинги (Черный муар) HYUNDAI Creta 2021-,Арт. HCR-21-553022.33,7 450 руб.,"Модельные продольные рейлинги с алюминиевым профилем разработаны компанией ПТ ГРУПП для HYUNDAI Creta с 2021 г.в. Поставляются с комплектом метизов для установки в предусмотренные автопроизводителем места. Рейлинги незаменимы для фиксации на крыше багажников и автобоксов, для перевозки велосипедов и другого габаритного груза на легковом автомобиле.","{'Производитель': 'PT GROUP', 'Марка авто': 'HYUNDAI', 'Модель авто': 'CRETA', 'Максимальная нагрузка': '60 кг', 'Габариты': '160 х 19 х18 см', 'Вес': '5 кг', 'Материал': 'Алюминий, Пластик ABS', 'Гарантия': '1 год'}","['https://ptuning.ru/upload/iblock/532/ftculh5lcehwlpylbzq3revqy9coz23a.pdf', 'https://ptuning.ru/upload/iblock/2e4/ap1vr71f2p5285od2bs5l3en0j32cy92.pdf']",https://ptuning.ru/catalog/reylingi_poperechiny/reylingi_chernyy_muar_hyundai_creta_2021/
Рейлинги (Серебристый муар) HYUNDAI Creta 2021-,Арт. HCR-21-553022.11,7 450 руб.,"Модельные продольные рейлинги с алюминиевым профилем разработаны компанией ПТ ГРУПП для HYUNDAI Creta с 2021 г.в. Поставляются с комплектом метизов для установки в предусмотренные автопроизводителем места. Рейлинги незаменимы для фиксации на крыше багажников и автобоксов, для перевозки велосипедов и другого габаритного груза на легковом автомобиле.","{'Производитель': 'PT GROUP', 'Марка авто': 'HYUNDAI', 'Модель авто': 'CRETA', 'Максимальная нагрузка': '60 кг', 'Габариты': '160 х 19 х18 см', 'Вес': '5 кг', 'Материал': 'Алюминий, Пластик ABS', 'Гарантия': '1 год'}","['https://ptuning.ru/upload/iblock/849/g2ohn0bqbir8pjbqlwx7890t813tkb23.pdf', 'https://ptuning.ru/upload/iblock/d9b/c2t449lhy3gzt231r0soq31z5gmllgmw.pdf']",https://ptuning.ru/catalog/reylingi_poperechiny/reylingi_serebristyy_muar_hyundai_creta_2021/
"Рейлинги с попереч.проф. 1,05 ""Усиленный"" LADA Kalina II Универсал 2013-2018/ LADA  Granta  Универсал  2018-","Арт. LKD-13-551613.46, LKD-13-551613.33",5 540 руб.,"Рейлинги с поперечинами проф. 1,05 ""Усиленные"" LADA Kalina II Универсал 2013 являются собственной разработкой компании ПТ ГРУПП и предназначены для перевозки груза, крепления универсальной экспедиционной корзины или автобокса на крыше автомобиля.","{'Производитель': 'PT GROUP', 'Марка авто': 'LADA', 'Модель авто': 'GRANTA FL Универсал, GRANTA Универсал, KALINA II', 'Максимальная нагрузка': '70 кг', 'Габариты': '147 х 31 х 11 см', 'Объем в упаковке': '0,050 м3', 'Вес': '5,5 кг', 'Материал': 'Алюминий', 'Гарантия': '1 год'}","['https://ptuning.ru/upload/iblock/14e/44tsp99nn62hbwti99r3r49bc79v2php.pdf', 'https://ptuning.ru/upload/iblock/852/xwh484cgz63q5n1ywinxtxv4g1frm37p.pdf']",https://ptuning.ru/catalog/reylingi_poperechiny/reylingi_s_poperech_prof_1_05_serebr_usilennyy_lada_kalina_ii_universal_2013_01940703/
Рейлинги (Черный Муар) UAZ Patriot 2005-,Арт. UZP-14-553000.22,7 240 руб.,"Модельные продольные рейлинги с алюминиевым профилем разработаны компанией ПТ ГРУПП для UAZ Patriot. Поставляются с комплектом метизов для установки в предусмотренные автопроизводителем места. Рейлинги незаменимы для фиксации на крыше багажников и автобоксов, для перевозки велосипедов и другого габаритного груза на легковом автомобиле.","{'Производитель': 'PT GROUP', 'Марка авто': 'UAZ', 'Модель авто': 'PATRIOT', 'Максимальная нагрузка': '70 кг', 'Габариты': '280 х 18 х 11 см', 'Объем в упаковке': '0,055 м3', 'Вес': '5,5 кг', 'Материал': 'Алюминий, Пластик ABS', 'Гарантия': '1 год'}","['https://ptuning.ru/upload/iblock/70c/8b6c2uy4b7fye2q39i6d3o13lzqhhgjg.pdf', 'https://ptuning.ru/upload/iblock/afb/tejqxl9vqw0kseryt6s9zp7zctdnxztu.pdf']",https://ptuning.ru/catalog/reylingi_poperechiny/reylingi_chernyy_muar_uaz_patriot_2005/
Рейлинги (Серебристый Муар) UAZ Patriot 2005-,Арт. UZP-14-553000.11,7 240 руб.,"Модельные продольные рейлинги с алюминиевым профилем разработаны компанией ПТ ГРУПП для UAZ Patriot. Поставляются с комплектом метизов для установки в предусмотренные автопроизводителем места. Рейлинги незаменимы для фиксации на крыше багажников и автобоксов, для перевозки велосипедов и другого габаритного груза на легковом автомобиле.","{'Производитель': 'PT GROUP', 'Марка авто': 'UAZ', 'Модель авто': 'PATRIOT', 'Максимальная нагрузка': '70 кг', 'Габариты': '280 х 18 х 11 см', 'Объем в упаковке': '0,055 м3', 'Вес': '5,5 кг', 'Материал': 'Алюминий, Пластик ABS', 'Гарантия': '1 год'}","['https://ptuning.ru/upload/iblock/9db/tcsokxp7rk1e50gfbi5ysc90aw74170y.pdf', 'https://ptuning.ru/upload/iblock/338/11ytu3llvhg92bavo7grx5rvv8iwxaqw.pdf']",https://ptuning.ru/catalog/reylingi_poperechiny/reylingi_serebristyy_muar_uaz_patriot_2005/
"Рейлинги ""Усиленные"" с поперечинами (профиль 1,35) / LADA 4x4 2131 1995-2020","Арт. LNU551501, LNU551502",7 120 руб.,"Усиленные модельные рейлинги и поперечины с алюминиевым профилем разработаны компанией ПТ ГРУПП для LADA 4x4 2131 c 1995 года. Поставляются с комплектом метизов для установки в предусмотренные автопроизводителем месте. От аналогичных рейлингов ""Комфорт"" усиленные рейлинги отличаются профилем конструкции и способом крепления обтекателей. Рейлинги и поперечины незаменимы для фиксации багажников и автобоксов, для перевозки велосипедов и другого габаритного груза на крыше легкового автомобиля. Поперечины крепятся в штатные места рейлингов, и не имеют возможности регулировки.","{'Производитель': 'PT GROUP', 'Марка авто': 'LADA', 'Модель авто': '4x4 (2131)', 'Максимальная нагрузка': '63,7 кг', 'Габариты': '197 х 30 х 10 см', 'Объем в упаковке': '0,059 м3', 'Вес': '6,3 кг', 'Материал': 'Алюминий, Пластик ABS', 'Гарантия': '1 год'}","['https://ptuning.ru/upload/iblock/d55/4852d1usxsv5fm275lx5qw0ry8l4gylj.pdf', 'https://ptuning.ru/upload/iblock/0f7/y2kj4vhwsgmrmifc6y0qv9bi1n6j9g23.pdf']",https://ptuning.ru/catalog/reylingi_poperechiny/reylingi_usilennye_s_poperechinami_profil_1_35_lada_4x4_2131_1995_2020/
Рейлинги MAZDA CX-5  2017 -,"Арт. MCX-17-553022.46, MCX-17-553002.33",8 000 руб.,"Модельные продольные рейлинги с алюминиевым профилем разработаны компанией ПТ ГРУПП для MAZDA CX-5  2017-   года выпуска. Поставляются с комплектом метизов для установки в предусмотренные автопроизводителем места. Рейлинги незаменимы для фиксации на крыше багажников и автобоксов, для перевозки велосипедов и другого габаритного груза на легковом автомобиле.","{'Производитель': 'ПТ ГРУПП', 'Марка авто': 'MAZDA', 'Модель авто': 'CX-5', 'Максимальная нагрузка': '66 кг', 'Габариты': '167 х 19 х 18 см', 'Объем в упаковке': '0,057 м3', 'Вес': '3,9 кг', 'Материал': 'Алюминий, Пластик ABS', 'Гарантия': '1 год'}","['https://ptuning.ru/upload/iblock/fb3/dpmi294pue10zmuqfbw58g0vo0k94l3j.pdf', 'https://ptuning.ru/upload/iblock/1c8/lfb2lqkbbt1btoj9rwhaeil6htd83eku.pdf']",https://ptuning.ru/catalog/reylingi_poperechiny/reylingi_mazda_cx_5_s_2017_/
"Рейлинги с попереч.проф.1,35 ""Усиленный"" CHEVROLET Niva 2002-2020/ LADA Niva 2020-/ LADA NIVA Travel 2021-","Арт. LNV551503, LNV551504",5 970 руб.,"Рейлинги с поперечинами ""Усиленные"" CHEVROLET Niva/ LADA Niva/LADA NIVA Travel являются собственной разработкой компании ПТ ГРУПП и предназначены для перевозки груза, крепления универсальной экспедиционной корзины или автобокса на крыше автомобиля.","{'Производитель': 'PT GROUP', 'Марка авто': 'CHEVROLET, LADA', 'Модель авто': 'NIVA, NIVA TRAVEL', 'Максимальная нагрузка': '67,15 кг', 'Габариты': '147 х 31 х 11 cм', 'Объем в упаковке': '0,05 м3', 'Вес': '6 кг', 'Материал': 'Алюминий, Пластик ABS', 'Гарантия': '1 год'}","['https://ptuning.ru/upload/iblock/540/12cuqjemuvkx6mkyrwj86hhp1jomixzk.pdf', 'https://ptuning.ru/upload/iblock/595/9s65d0p6ctimm0vreu3mb7p3ui3fqszd.pdf']",https://ptuning.ru/catalog/reylingi_poperechiny/reylingi_s_poperech_prof_1_35_usilennyy_chevrolet_niva_2002_2020_lada_niva_2020_lada_niva_travel_202/
Рейлинги RENAULT Arkana c 2019 -,"Арт. RAR553001, RAR553002",8 350 руб.,"Модельные продольные рейлинги с алюминиевым профилем разработаны компанией ПТ ГРУПП для RENAULT Arkana c 2019  г.в. Поставляются с комплектом метизов для установки в предусмотренные автопроизводителем места. Рейлинги незаменимы для фиксации на крыше багажников и автобоксов, для перевозки велосипедов и другого габаритного груза на легковом автомобиле.","{'Производитель': 'ПТ ГРУПП', 'Марка авто': 'RENAULT', 'Модель авто': 'ARKANA', 'Максимальная нагрузка': '66 кг', 'Габариты': '160 x 18 x 20 см', 'Объем в упаковке': '0,058 м3', 'Вес': '4,2 кг', 'Материал': 'Алюминий, Пластик ABS', 'Гарантия': '1 год'}","['https://ptuning.ru/upload/iblock/213/775viongl40yepco6xmc4schfg66usls.pdf', 'https://ptuning.ru/upload/iblock/db0/db020a4432a7025029ee34d16fb4e746.pdf']",https://ptuning.ru/catalog/reylingi_poperechiny/reylingi_chernyy_muar_renault_arkana_c_2019_/
Рейлинги (Серебристый муар) Hyundai CRETA с 2016-2020,Арт. HCR-16-553022.11,8 650 руб.,"Модельные продольные рейлинги с алюминиевым профилем разработаны компанией ПТ ГРУПП для Hyundai CRETA с 2016 - 2020 года выпуска. Поставляются с комплектом метизов для установки в предусмотренные автопроизводителем места. Рейлинги незаменимы для фиксации на крыше багажников и автобоксов, для перевозки велосипедов и другого габаритного груза на легковом автомобиле.","{'Производитель': 'ПТ ГРУПП', 'Марка авто': 'HYUNDAI', 'Модель авто': 'CRETA', 'Максимальная нагрузка': '60 кг', 'Габариты': '160 х 19 х 18 см', 'Объем в упаковке': '0,055 м3', 'Вес': '4,9 кг', 'Материал': 'Алюминий, Пластик ABS', 'Гарантия': '1 год'}","['https://ptuning.ru/upload/iblock/8ab/xart5e3kw25wvfcdd4zbkrbhpbohpjha.pdf', 'https://ptuning.ru/upload/iblock/bb7/bb7f0bf1a44618724df314b519235334.pdf']",https://ptuning.ru/catalog/reylingi_poperechiny/reylingi_serebristyy_muar_hyundai_creta_s_2016/
Рейлинги (Черный муар) Hyundai CRETA с 2016-2020,Арт. HCR-16-553022.33,8 650 руб.,"Модельные продольные рейлинги с алюминиевым профилем разработаны компанией ПТ ГРУПП для Hyundai CRETA с 2016 - 2020 года выпуска. Поставляются с комплектом метизов для установки в предусмотренные автопроизводителем места. Рейлинги незаменимы для фиксации на крыше багажников и автобоксов, для перевозки велосипедов и другого габаритного груза на легковом автомобиле.","{'Производитель': 'ПТ ГРУПП', 'Марка авто': 'HYUNDAI', 'Модель авто': 'CRETA', 'Максимальная нагрузка': '60 кг', 'Габариты': '160 х 19 х 18 см', 'Объем в упаковке': '0,055 м3', 'Вес': '4,9 кг', 'Материал': 'Алюминий, Пластик ABS', 'Гарантия': '1 год'}","['https://ptuning.ru/upload/iblock/393/351jj7zch6wg4666zoj390mp3bsm9nmo.pdf', 'https://ptuning.ru/upload/iblock/38e/38ea633fed5791da4fafe87fdd3a017f.pdf']",https://ptuning.ru/catalog/reylingi_poperechiny/reylingi_chernyy_muar_hyundai_creta_s_2016/
Рейлинги (Черный муар) RENAULT Kaptur с 2016-,Арт. RKA-16-553022.33,8 350 руб.,"Модельные продольные рейлинги с алюминиевым профилем разработаны компанией ПТ ГРУПП для RENAULT Kaptur с 2016 года выпуска. Поставляются с комплектом метизов для установки в предусмотренные автопроизводителем места. Рейлинги незаменимы для фиксации на крыше багажников и автобоксов, для перевозки велосипедов и другого габаритного груза на легковом автомобиле.","{'Производитель': 'ПТ ГРУПП', 'Марка авто': 'RENAULT', 'Модель авто': 'KAPTUR', 'Максимальная нагрузка': '65 кг', 'Габариты': '163 х 19 х 18 cм', 'Объем в упаковке': '0,056 м3', 'Вес': '4,8 кг', 'Материал': 'Алюминий, Пластик ABS', 'Гарантия': '1 год'}","['https://ptuning.ru/upload/iblock/57f/48h5snvcrd79x53s0gvq8fnvrkq9kzp0.pdf', 'https://ptuning.ru/upload/iblock/25d/25d2f304d34c8fd98dee6e12faa68731.pdf']",https://ptuning.ru/catalog/reylingi_poperechiny/reylingi_chernyy_muar_renault_kaptur_s_2016/
Рейлинги (Серебристый муар) RENAULT Kaptur с 2016-,Арт. RKA-16-553022.11,8 350 руб.,"Модельные продольные рейлинги с алюминиевым профилем разработаны компанией ПТ ГРУПП для RENAULT Kaptur с 2016 г.в. Поставляются с комплектом метизов для установки в предусмотренные автопроизводителем места. Рейлинги незаменимы для фиксации на крыше багажников и автобоксов, для перевозки велосипедов и другого габаритного груза на легковом автомобиле.","{'Производитель': 'ПТ ГРУПП', 'Марка авто': 'RENAULT', 'Модель авто': 'KAPTUR', 'Максимальная нагрузка': '65 кг', 'Габариты': '163 х 19 х 18 см', 'Объем в упаковке': '0,056 м3', 'Вес': '4,8 кг', 'Материал': 'Алюминий, Пластик ABS', 'Гарантия': '1 год'}","['https://ptuning.ru/upload/iblock/4a5/ol809xiajp5vgiqj8iefhz30secac9zh.pdf', 'https://ptuning.ru/upload/iblock/cc9/cc95d21ae473344226f0702b0cc1fff9.pdf']",https://ptuning.ru/catalog/reylingi_poperechiny/reylingi_serebristyy_muar_renault_kaptur_s_2016/
